,COMPLAINT ID,COMPLAINT TYPE,ADDRESS,Neighborhood,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,INSPECTION LOG,DATA SOURCE,Modified Date,LATITUDE,LONGITUDE,LOCATION,Community Area Number,PERCENT OF HOUSING CROWDED,PERCENT HOUSEHOLDS BELOW POVERTY,PERCENT AGED 16+ UNEMPLOYED,PERCENT AGED 25+ WITHOUT HIGH SCHOOL DIPLOMA,PERCENT AGED UNDER 18 OR OVER 64,PER CAPITA INCOME ,HARDSHIP INDEX
0,DOECOMP29999,Air Pollution Work Order,"700 E 107TH ST, CHICAGO, IL",Pullman,700,,E,107TH,ST,77,08/31/2010,DA BECCA                            CALLER STATES THAT VERY STRONG SMOKE AND ODORS COMING FROM FACILITY. EXCESSIVE SMOKE WAS CAUSE DUE TO A LEAKING OVER. REFERRED TO AIR GROUP.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,50.0,1.5,21.6,22.8,13.1,38.6,20588,51.0
1,DOECOMP29998,Air Pollution Work Order,"700 E 107TH ST, CHICAGO, IL",Pullman,700,,E,107TH,ST,122,08/31/2010,DUTCH FARMS                         VERY STRONG CHEMICAL ODORS COMING FROM FACILITY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,50.0,1.5,21.6,22.8,13.1,38.6,20588,51.0
2,DOECOMP30000,Air Pollution Work Order,"700 E 107TH ST, CHICAGO, IL",Pullman,700,,E,107TH,ST,82,09/23/2010,DA BECCA                            CALLER STATES THAT STRONG FUMES AND ODORS COMING FROM FACILITY. RESPONDENT CAUSED OR ALLOWED THE EMISSION OF SMOKE HOUSE WITH AN OPACTIY OVER 30% INTO THE AIR. RESPONDENT CAUSED OR ALLOWED POLLUTED PLUME INTO THE ATMOSPHERE FROM SMOKE HOUSE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,50.0,1.5,21.6,22.8,13.1,38.6,20588,51.0
3,DOECOMP1839,Air Pollution Work Order,"11436 S FORRESTVILLE AVE, CHICAGO, IL",Pullman,11436,,S,FORRESTVILLE,AVE,77,06/25/2010,CANADIAN NAT'L RAILROAD             INTENSE CRESOTE SMELL WITHIN ONE BLOCK RADIUS CAUSED BY NEW RAILROAD TIES STORED ON RAISED TRACK. ODOR PERMEATES HOUSES 100' FT AWAY AND LINGERS. OBSERVED NO ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,50.0,1.5,21.6,22.8,13.1,38.6,20588,51.0
4,DOECOMP8772,Air Pollution Work Order,"2019 W 111TH ST, CHICAGO, IL",Morgan Park,2019,,W,111TH,ST,122,12/21/2010,CALLER STATES THAT STRONG ODORS POSSIBLE COMING FROM SEWERS. OBSERVED NO ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,75.0,0.8,13.2,15.0,10.8,40.3,27149,30.0
5,DOECOMP35901,Air Pollution Work Order,"2250 E 130TH ST, CHICAGO, IL",Hegewisch,2250,,E,130TH,ST,82,03/30/2010,LAFARGE                             CALLER STATES THAT FACILITY HAS SOMETHING PILING UP ON THE TOWER AND IT LOOKS LIKE SAND. OBSERVED A SMALL PILE OF SAND AND A WORKER USING THE SAND TO MAINTAIN ONE OF THE COMPONENT OF THE SILO.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,55.0,3.3,17.1,9.6,19.2,42.9,22677,44.0
6,DOECOMP2082,Air Pollution Work Order,"11801 S AVENUE O AVE, CHICAGO, IL",Hegewisch,11801,,S,AVENUE O,AVE,122,10/12/2010,RESIDENTIAL BLDG.                   DOING MASONRY WORK CUTTING BLOCKS NO TARP DUST ALL OVER THE AREA. NO EVIDENCE OF DUST ALSO NOTICE WORKERS USING WATER.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,55.0,3.3,17.1,9.6,19.2,42.9,22677,44.0
7,DOECOMP1379,Air Pollution Work Order,"1111 W 16TH ST, CHICAGO, IL",Lower West Side,1111,,W,16TH,ST,22,01/29/2010,AUTO REPAIR SHOP                    IT APPEARS THAT THEY ARE RUNNING A AUTO REPAIR SHOP. 10 CARS IN DEPRESSED LOT AT REAR. THIS IS A ABANDONED HOME.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,31.0,9.6,25.8,15.8,40.7,32.6,16444,76.0
8,DOECOMP34719,Air Pollution Work Order,"1113 W 18TH ST, CHICAGO, IL",Lower West Side,1113,,W,18TH,ST,120,07/06/2010,MMT DEMOLITION                      SANDING LEAD PAINT OFF FIRE ESCAPE CAUSING DUST ALL OVER THE AREA. FOUND SANDBLASTING WITHOUT PERMIT AND COMPRESSED SPRAY PAINTING OVER DOORS. RESPONDENT FAILED TO OBTAIN PERMIT PRIOR TO SANDBLATING FIRE ESCAPE ON MIXED USE BLDG.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,31.0,9.6,25.8,15.8,40.7,32.6,16444,76.0
9,DOECOMP10425,Air Pollution Work Order,"2212 W 21ST PL, CHICAGO, IL",Lower West Side,2212,,W,21ST,PL,81,03/02/2010,RESIDENTIAL BLDG.                   MERCURY SPILL. RESPONDED UNABLE TO GAIN ENTRY OR INTERVIEW COMPLAINANT. LEFT SPILL SHEET INFO IN MAIL BOX TO CONTACT DOE IF NEEDED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,31.0,9.6,25.8,15.8,40.7,32.6,16444,76.0
10,DOECOMP4151,Air Pollution Work Order,"1345 W 21ST ST, CHICAGO, IL",Lower West Side,1345,,W,21ST,ST,81,12/09/2010,H KRAMER                            SMOKE COMING FROM FACILITY AT NIGHT TIME. THIS INVESTIGATION DETECTED ONLY DISSIPATING STEAM EMANATING FROM THIS FACILITY EXHAUST EQUIPMENT. RAINING THIS VISIT,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,31.0,9.6,25.8,15.8,40.7,32.6,16444,76.0
11,DOECOMP11442,Air Pollution Work Order,"2401 S LAFLIN ST, CHICAGO, IL",Lower West Side,2401,,S,LAFLIN,ST,22,04/01/2010,LOOP RECYCLING                      INADEQUATE HOUSEKEEPING PRACTICES. RESPONDENT CAUSED AND ALLOWED PAPER & LITTER TO BECOME WINDBOURNE AND LITTER THE CANAL EMBARKMENT. RESPONDENT FAIL TO KEEP STORAGE MATERIAL OF PAPER AND PLASTIC FROM LITTERING CANAL EMBANKMENT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,31.0,9.6,25.8,15.8,40.7,32.6,16444,76.0
12,DOECOMP5918,Air Pollution Work Order,"1600 S LUMBER ST, CHICAGO, IL",Lower West Side,1600,,S,LUMBER,ST,14,09/14/2010,"AMTRAK                              CALLER STATES THAT THEY HAD AN OIL SPILL ABOUT 200 GALLONS OF OIL FROM LOCOMOTIVE SHOP, AMTRAK AND WENT INOT SEWER ON BUSINESS PROPERTY. I SPOKE WITH THE GENERAL FOREMAN AND MANAGER THEY STATED THAT 70 TO 75 GALLONS SPILLED AND THEY USED DRY OIL TO PUT ON SPILL.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,31.0,9.6,25.8,15.8,40.7,32.6,16444,76.0
13,DOECOMP8993,Air Pollution Work Order,"2100 W 32ND ST, CHICAGO, IL",McKinley Park,2100,,W,32ND,ST,85,03/26/2010,RESIDENTIAL BLDG.                   ROOFING COMPANY IN RESIDENTIAL AREA AND THERE IS CONCERN ABOUT THE BURNING TAR. I CANVASSED THE AREA OBSERVED NO ROOFING COMPANY NEAR BY OR WORKING AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,59.0,7.2,18.7,13.4,32.9,35.6,16954,61.0
14,DOECOMP8994,Air Pollution Work Order,"2100 W 32ND ST, CHICAGO, IL",McKinley Park,2100,,W,32ND,ST,69,04/01/2010,JOE CARLONE                         ROOFING COMPANY BURNING TAR. OBSERVED NO ODORS AT THIS TIME.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,59.0,7.2,18.7,13.4,32.9,35.6,16954,61.0
15,DOECOMP18165,Air Pollution Work Order,"3611 S ARCHER AVE, CHICAGO, IL",McKinley Park,3611,,S,ARCHER,AVE,81,07/12/2010,JALISCO AUTO                        FUMES FROM AUTO REPAIR SHOP. NO FUMES DETECTED AT PERIMETER FACILITY WAS CLOSED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,59.0,7.2,18.7,13.4,32.9,35.6,16954,61.0
16,DOECOMP36581,Air Pollution Work Order,"2936 W 38TH ST, CHICAGO, IL",Brighton Park,2936,,W,38TH,ST,35,04/13/2010,ROMAR TRUCKING                      DIRT ROAD IN FRONT OF FACTORY CAUSES CONSISTANT DUST ALOS STRONG FUMES FROM TRUCKS IN THE AREA. OBSERVED NO TRUCK TRAFFIC CAUSING DUST EMISSIONS AT THIS TIME.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,58.0,14.4,23.6,13.9,45.1,39.3,13089,84.0
17,DOECOMP37456,Air Pollution Work Order,"3535 W 47TH ST, CHICAGO, IL",Brighton Park,3535,,W,47TH,ST,81,07/07/2010,S K TOOLS                           CALLER STATES THAT FACILITY LEAVES OVERHEAD DOORS OPEN CREATING LOTS OF FUMES. ARRIVAL TO SITE FOUND THE FACILITY APPARENTLY CLOSED NO FUMES WERE DETECTED EMANATING FROM THE FACILITY. SECURITY GUARD SAID THAT HE WOULD GIVE MY BUSINESS CARD TO MANAGEMENT FOR THEM TO CONTACT DOE REGARDIN THE COMPLAINT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,58.0,14.4,23.6,13.9,45.1,39.3,13089,84.0
18,DOECOMP23817,Air Pollution Work Order,"4818 S CAMPBELL AVE, CHICAGO, IL",Brighton Park,4818,,S,CAMPBELL,AVE,69,05/19/2010,LEXINGTON HOMES LLC                 CONTRACTOR HAULING CRUSHED STONE FROM 4818 S CAMPBELL TO ANOTHER SITE AT 37TH & SANGAMON. HAULER IS GAYLOR EXCAVATION. RESPONDENT CAUSED AND ALLOWED THE TRANSPORTING OF REPROCESSED DEMOLITION MATERIAL FROM A CONSTRUCTION SITE TO AN UNPERMITTED FACILITY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,58.0,14.4,23.6,13.9,45.1,39.3,13089,84.0
19,DOECOMP16338,Air Pollution Work Order,"3301 W PERSHING RD, CHICAGO, IL",Brighton Park,3301,,W,PERSHING,RD,81,01/11/2010,ITL                                 OVER SIZED TRUCKS ARE RUNNING ENGINE CAUSING FUMES/SMOKE GOING INTO COMPLAINANTS APT. SPOKE WITH THE DRIVER MANUEL HE WOULD ASK THE OWNER IF THE TRUCK CAN BE POSITIONED IN ANOTHER SECTION OF THE LOT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,58.0,14.4,23.6,13.9,45.1,39.3,13089,84.0
20,DOECOMP13949,Air Pollution Work Order,"2750 W 50TH ST, CHICAGO, IL",Gage Park,2750,,W,50TH,ST,85,02/25/2010,RESIDENTIAL BLDG.                   COMPANY BREAKING CONCRETE (OLD FLOORS AND FOUNDATION) CAUSING DUST ALL OVER THE AREA. OBSERVED NO DUST OR DEBRIS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,63.0,15.8,23.4,18.2,51.5,38.8,12171,93.0
21,DOECOMP9899,Air Pollution Work Order,"2242 W 50TH ST, CHICAGO, IL",Gage Park,2242,,W,50TH,ST,69,05/28/2010,MAXWELL SERVICES                    DUST ALL OVER THE AREA FROM DRILLING. I FOUND EVIDENCE OF CUTTING BRICK WITHOUT WATER SPREADING DUST ALL OVER THE AREA. RESPONDENT CAUSED ALLOWED DUST FROM BRICK CUTTING TO BECOME WINDBOURNE AND TO MIGRATE OFF THE WORK SITE. RESPONDENT CAUSED AND ALLOWED A NUISANCE IN CONNECTION WITH IMPROPER HANDLING OF BRICK CUTTING CAUSING DUST TO ACCUMULATE ON AREAS NEARBY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,63.0,15.8,23.4,18.2,51.5,38.8,12171,93.0
22,DOECOMP13775,Air Pollution Work Order,"2825 W 55TH ST, CHICAGO, IL",Gage Park,2825,,W,55TH,ST,122,07/12/2010,VERY STRONG ODORS COMING FROM SOUTH WEST CORNER OF ABOVE LOCATION. OBSERVED VERY STRONG ODORS COMING FROM A WALK IN FREEZER.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,63.0,15.8,23.4,18.2,51.5,38.8,12171,93.0
23,DOECOMP35749,Air Pollution Work Order,"1319 E 52ND ST, CHICAGO, IL",Hyde Park,1319,,E,52ND,ST,81,08/25/2010,"FIVE T CONSTRUCTION                 CONSTRUCTION DUST FROM WORKERS THROWING DEBRIS FROM ROOF. ARRIVAL TO SITE I OBSERVED WORKERS THROWING ROOFING DEBRIS FROM THE ROOF OF THIS THIRD FLOOR STRUCTURE INTO A 'GROOT WASTE DUMPSTER' POSITIONED BELOW ON THE GROUND. NO CHUTE OR THE UTILIZATION OF BUCKETS OR OTHER CONTAINERS WAS BEING UTILIZED.D THE DROPPING OF THE DEBRIS INTO THE DUMPSTER CAUSED CLOUDS OF DUST, AND HEAVY DEPOSITS OF DUST ON VEHICLES AND OBJECTS IN THE IMMEDIATE AREAS. RESPONDENT SUPERVISOR WOJCIECH GRABOWSKI WAS ISSUED NOV FOR RELATED ORDINANCE OFFENSE(S) 7-28-500 AND 11040769 (A).",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,41.0,1.5,18.4,8.4,4.3,26.2,39056,14.0
24,DOECOMP5479,Air Pollution Work Order,"1450 E 55TH PL, CHICAGO, IL",Hyde Park,1450,,E,55TH,PL,81,01/21/2010,RESIDENTIAL BLDG.                   GAS ODORS IN COMPLAINANT APT. ARRIVED AS SCHEDULED MET WITH COMPLAINANT WHO SAID ODOR IN QUESTION WAS NOT APPARENT AT THIS TIME. ODOR IN QUESTION IS NOT A DOE ISSUE IS REPORTEDLY EMANATING FROM WITH COMPLAINANT WAS ADVISED TO WORK WITH THE BLDG MANAGEMENT TO RESOLVE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,41.0,1.5,18.4,8.4,4.3,26.2,39056,14.0
25,DOECOMP6325,Air Pollution Work Order,"1642 E 55TH ST, CHICAGO, IL",Hyde Park,1642,,E,55TH,ST,81,02/25/2010,"SUBWAY                              EXHAUST FAN ODOR (FOOD). I WAS UNABLE TO CONTACT COMPLAINANT REGARDING SPECIFICS OF ODOR COMPLAINT. THIS ASSESSMENT OF THE PERIMETER AT GROUND LEVEL DETECED NO DISTINCT OR UNUSUAL ODOR. EMPLOYEE DEVIN SAID HE WAS UNAWARE OF ANY RELATED COMPLAINTS, BUT WILL INFORM FACILITY MANAGER OF MY VISIT.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,41.0,1.5,18.4,8.4,4.3,26.2,39056,14.0
26,DOECOMP5309,Air Pollution Work Order,"1515 E 59TH ST, CHICAGO, IL",Hyde Park,1515,,E,59TH,ST,122,04/26/2010,"FREYSSINET, INC.                    CONSTRUCTION SITE SANDBLASTING CAUSING DUST ALL OVER THE AREA. RESPONDENT CAUSED A NUISANCE IN CONNECTION WITH A BUSINESS. ALSO SANDBLASTING WITHOUT A PERMIT.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,41.0,1.5,18.4,8.4,4.3,26.2,39056,14.0
27,DOECOMP5582,Air Pollution Work Order,"1536 E 59TH ST, CHICAGO, IL",Hyde Park,1536,,E,59TH,ST,85,05/20/2010,CALLER STATES THAT WORKERS ARE TUCKPOINTING NO DUST CONTROL OR PROTECTION FOR PEDESTRIAN. NO WORKERS ON SITE AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,41.0,1.5,18.4,8.4,4.3,26.2,39056,14.0
28,DOECOMP9071,Air Pollution Work Order,"2101 W 59TH ST, CHICAGO, IL",West Englewood,2101,,W,59TH,ST,69,04/15/2010,CSX RAILROAD                        CALLER STATES THAT LOTSOF DUST COMING FROM ABOVE LOCATION. SPOKE WITH SITE MANAGER WHO STATED THAT WHEN THE WIND BLOWING WEST TO EAST DIRECTION CAUSING DUST.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,67.0,4.8,34.4,35.9,26.3,40.7,11317,89.0
29,DOECOMP3187,Air Pollution Work Order,"1250 W 59TH ST, CHICAGO, IL",West Englewood,1250,,W,59TH,ST,122,06/01/2010,FIEGUEROA CONSTRUCTION              THERE IS SANDBLASTING GOING ON AT ABOVE LOCATION WITHOUT NETTING AND NOT BEING WATERED DOWN. OBSERVED INDIVIDUALS TUCKPOINTING AREAS OF THE WEST SIDE OF BLDG. NO GRINDING WAS SEEN OR SANBLASTING AT THIS TIME.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,67.0,4.8,34.4,35.9,26.3,40.7,11317,89.0
30,DOECOMP2707,Air Pollution Work Order,"1224 W 63RD ST, CHICAGO, IL",West Englewood,1224,,W,63RD,ST,69,05/19/2010,OBSERVED WORKERS DIGGING OR EXCAVATING NEARBY THIS LOCATION. OBSERVED SMALL PILES OF CLEAN DIRT NEAR THIS LOCATION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,67.0,4.8,34.4,35.9,26.3,40.7,11317,89.0
31,DOECOMP30256,Air Pollution Work Order,"6940 S ASHLAND AVE, CHICAGO, IL",West Englewood,6940,,S,ASHLAND,AVE,137,10/04/2010,SEA SHELL CO.                       THEY ARE COOKING FOOD IN THE PARKING LOT AND IT IS ALL SMOKE ALL OVER THE AREA. NO COOKING OBSERVED ONLOT. INTERVIEWED STORE MANAGER REGARDING COMPLAINT. MANAGER STATED THAT ALL COOKING IS IN APPROVED OVENS AND COOKING VATS. NO COOKING ODORS OR SMOKE OBSERVED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,67.0,4.8,34.4,35.9,26.3,40.7,11317,89.0
32,DOECOMP26677,Air Pollution Work Order,"5542 S ASHLAND AVE, CHICAGO, IL",West Englewood,5542,5544.0,S,ASHLAND,AVE,9,11/16/2010,"LOT                                 CALLER STATES THAT FACILITY IS A ILLEGAL BODY SHOP VERY STRONG DIESEL FUEL, OIL ODORS COMING FROM FACILITY. DETECTED NO EVIDENCE OF ODORS AT THE TIME OF INSPECTION.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,67.0,4.8,34.4,35.9,26.3,40.7,11317,89.0
33,DOECOMP27472,Air Pollution Work Order,"5849 S BISHOP ST, CHICAGO, IL",West Englewood,5849,,S,BISHOP,ST,32,10/19/2010,ADVANCED ENAMEL CO.                 CALLER STATES THAT ODOR AND DUST COMING FROM FACILITY. THE FACILITY WILL UNLAOD THE WASTE INSIDE THE DOCKED AREA TO SUPPRESS POTENTIAL DUST.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,67.0,4.8,34.4,35.9,26.3,40.7,11317,89.0
34,DOECOMP29409,Air Pollution Work Order,"6544 S CLAREMONT AVE, CHICAGO, IL",West Englewood,6544,,S,CLAREMONT,AVE,81,07/01/2010,GARAGE                              SPRAY PAINTING IN GARAGE. FOUND NO SPRAY PAINTING AND NO ANSWER AT DOOR.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,67.0,4.8,34.4,35.9,26.3,40.7,11317,89.0
35,DOECOMP31480,Air Pollution Work Order,"7400 S DAMEN AVE, CHICAGO, IL",West Englewood,7400,,S,DAMEN,AVE,32,09/02/2010,MIDWEST GALVANIZING                 CALLER STATES THAT STRONG CHEMICAL ODORS COMING FROM FACILITY. SOME WATER VAPOR WAS EMITTED TO THE ATMOSPHERE BUT NONE EXCESSIVE ODORS OR PARTICLES RELATED TO WERE RELEASED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,67.0,4.8,34.4,35.9,26.3,40.7,11317,89.0
36,DOECOMP31481,Air Pollution Work Order,"7400 S DAMEN AVE, CHICAGO, IL",West Englewood,7400,,S,DAMEN,AVE,81,09/29/2010,MIDWEST GALVANIZING                 CALLER STATES THAT VERY STRONG CHEMICAL ODORS COMING FROM FACILITY. LATE NIGHT INVESTIGATION. DETECTED NO CHEMICAL OR UNUSUAL ODOR IN IMMEDIATE AND SURROUNDING AREAS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,67.0,4.8,34.4,35.9,26.3,40.7,11317,89.0
37,DOECOMP26632,Air Pollution Work Order,"5706 S THROOP ST, CHICAGO, IL",West Englewood,5706,,S,THROOP,ST,122,08/13/2010,RESIDENTIAL BLDG.                   WARD SUPT WITNESSED. WORKERS SANDBLASTING 2 FLAT BRICK APT. NO PROTECTION. NO PERMITS ON FILE. NO ACTIVITY AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,67.0,4.8,34.4,35.9,26.3,40.7,11317,89.0
38,DOECOMP39463,Air Pollution Work Order,"7100 S WESTERN AVE, CHICAGO, IL",West Englewood,7100,,S,WESTERN,AVE,69,02/18/2010,"MARTHA'S ORIGINAL JERK CHICKEN      VERY STRONG SMOKEY ODORS COMING FROM ABOVE LOCATION NEAR WALGREENS, RESTAURANT AND LAUNDROMAT BETWEEN 10 AM - 2 PM.  AT THE TIME OF THIS INSPECTION I SMELLED A SLIGHT ODOR FROMA FAST FOOD RESTAURANT AT 2416-18 W 71ST ST. I SMELLED NO OTHER STRONG ODORS ON THE BLOCK.  THIS RESTAURANT COULD BE A POSSIBLE SOURCE OF ODORS IN THE AREA.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,67.0,4.8,34.4,35.9,26.3,40.7,11317,89.0
39,DOECOMP39335,Air Pollution Work Order,"6900 S WESTERN AVE, CHICAGO, IL",West Englewood,6900,,S,WESTERN,AVE,81,06/03/2010,RESTAURANT                          SMOKE CAUSES NOISE AND EYE IRRITATION. NO ODOR OR VISIBLE SMOKE EMISSIONS DURING THIS INVESTIGATION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,67.0,4.8,34.4,35.9,26.3,40.7,11317,89.0
40,DOECOMP29535,Air Pollution Work Order,"6550 S WESTERN AVE, CHICAGO, IL",West Englewood,6550,,S,WESTERN,AVE,81,08/24/2010,REPAIR SHOP                         SPRAY PAINTING WITH DOOR OPEN. INVESTIGATION DETECTED NO SPRAY PAINT ODORS AT SITE'S PERIMETER. NO VISIBLE ACTIVITY NOTED. FACILITY WAS LOCKED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,67.0,4.8,34.4,35.9,26.3,40.7,11317,89.0
41,DOECOMP30832,Air Pollution Work Order,"7239 S WESTERN AVE, CHICAGO, IL",West Englewood,7239,,S,WESTERN,AVE,81,11/24/2010,G M IMPORTS                         SPRAY PAINT ODOR. THIS INVESTIGATION DETECTED NO SPRAY PAINT ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,67.0,4.8,34.4,35.9,26.3,40.7,11317,89.0
